Unité	F	f_1 - 4	Score	f_5 - 6	Score	f_7 - 10	Score
"louable"	2	0	-0.1126	0	-0.1923	2	0.3352
"orangé"	2	0	-0.1126	0	-0.1923	2	0.3352
"suffocant"	3	0	-0.1689	0	-0.2884	3	0.5027
"dépeigner|dépeindre"	2	0	-0.1126	0	-0.1923	2	0.3352
"éthéré"	2	0	-0.1126	0	-0.1923	2	0.3352
"surréaliste"	3	1	0.4919	0	-0.2884	2	-0.1638
"procédé"	6	3	1.5681	0	-0.5768	3	-0.5319
"saturer"	2	0	-0.1126	0	-0.1923	2	0.3352
"impuissant"	3	0	-0.1689	0	-0.2884	3	0.5027
"contrôleur"	2	0	-0.1126	0	-0.1923	2	0.3352
"nage"	3	0	-0.1689	0	-0.2884	3	0.5027
"pratiquer"	5	0	-0.2815	2	0.5854	3	-0.2901
"réactif"	3	0	-0.1689	0	-0.2884	3	0.5027
"balance"	6	1	0.2671	2	0.4671	3	-0.5319
"ajuster"	4	0	-0.2252	0	-0.3845	4	0.6703
"parasite"	2	0	-0.1126	0	-0.1923	2	0.3352
"gêne"	2	0	-0.1126	0	-0.1923	2	0.3352
"remplissage"	12	2	0.3582	5	1.1508	5	-1.2666
"gamme"	6	0	-0.3378	0	-0.5768	6	1.0055
"laid"	8	1	0.1901	2	0.3076	5	-0.3019
"évasif"	5	0	-0.2815	1	0.1743	4	0.3123
"posé"	3	0	-0.1689	0	-0.2884	3	0.5027
"intensité"	5	1	0.3215	2	0.5854	2	-0.7196
"fâcheux"	6	1	0.2671	0	-0.5768	5	0.4228
"Shenmue"	2	0	-0.1126	0	-0.1923	2	0.3352
"épurer"	4	0	-0.2252	1	0.231	3	0.2104
"notable"	7	0	-0.3941	2	0.3775	5	0.2211
"sommaire"	5	0	-0.2815	0	-0.4807	5	0.8379
"cantonner"	2	0	-0.1126	0	-0.1923	2	0.3352
"ludiquement"	3	0	-0.1689	0	-0.2884	3	0.5027
"matériel"	2	0	-0.1126	0	-0.1923	2	0.3352
"questionnement"	2	0	-0.1126	0	-0.1923	2	0.3352
"magnifier"	4	0	-0.2252	1	0.231	3	0.2104
"magistral"	17	0	-0.9571	3	-0.2558	14	0.8068
"rassembler"	2	1	0.6413	1	0.4465	0	-0.9893
"3d"	4	0	-0.2252	1	0.231	3	0.2104
"Perso"	5	0	-0.2815	1	0.1743	4	0.3123
"graviter"	6	0	-0.3378	3	1.0127	3	-0.5319
"désordre"	3	0	-0.1689	1	0.314	2	-0.1638
"écrouler"	3	0	-0.1689	1	0.314	2	-0.1638
"vache"	10	1	-0.1857	1	-0.42	8	0.4803
"favorable"	2	0	-0.1126	1	0.4465	1	-0.2694
"jeux-vidéo"	4	0	-0.2252	1	0.231	3	0.2104
"bonne"	4	0	-0.2252	2	0.7481	2	-0.4157
"confusion"	2	0	-0.1126	1	0.4465	1	-0.2694
"clarté"	3	0	-0.1689	2	0.9888	1	-0.6165
"Oups"	2	0	-0.1126	2	1.4042	0	-0.9893
"reveille"	2	0	-0.1126	1	0.4465	1	-0.2694
"veine"	5	0	-0.2815	2	0.5854	3	-0.2901
"pitch"	2	0	-0.1126	1	0.4465	1	-0.2694
"inopportun"	2	0	-0.1126	1	0.4465	1	-0.2694
"costumer"	7	0	-0.3941	2	0.3775	5	0.2211
"honorable"	2	0	-0.1126	2	1.4042	0	-0.9893
"gerbe"	2	0	-0.1126	1	0.4465	1	-0.2694
"abrutir"	2	0	-0.1126	2	1.4042	0	-0.9893
"chahuter"	2	0	-0.1126	1	0.4465	1	-0.2694
"greffer"	4	0	-0.2252	1	0.231	3	0.2104
"gratter"	3	0	-0.1689	1	0.314	2	-0.1638
"gaming"	4	0	-0.2252	3	1.5743	1	-1.0012
"épingle"	3	0	-0.1689	2	0.9888	1	-0.6165
"labyrinthique"	3	0	-0.1689	1	0.314	2	-0.1638
"Flash"	3	1	0.4919	1	0.314	1	-0.6165
"week"	4	0	-0.2252	1	0.231	3	0.2104
"décourager"	2	0	-0.1126	2	1.4042	0	-0.9893
"upgrade"	2	0	-0.1126	1	0.4465	1	-0.2694
"AU"	2	1	0.6413	1	0.4465	0	-0.9893
"marbre"	3	0	-0.1689	0	-0.2884	3	0.5027
"dépeindre"	6	0	-0.3378	0	-0.5768	6	1.0055
"crispant"	8	0	-0.4504	1	-0.2945	7	0.6624
"Resonance"	2	0	-0.1126	0	-0.1923	2	0.3352
"Fate"	3	1	0.4919	0	-0.2884	2	-0.1638
"malédiction"	10	0	-0.563	0	-0.9613	10	1.6758
"explicitement"	3	0	-0.1689	0	-0.2884	3	0.5027
"infernal"	5	0	-0.2815	2	0.5854	3	-0.2901
"directeur"	5	1	0.3215	0	-0.4807	4	0.3123
"DBZ"	3	0	-0.1689	0	-0.2884	3	0.5027
"destruction"	10	1	-0.1857	2	0.2077	7	0.2253
"musicalement"	2	0	-0.1126	0	-0.1923	2	0.3352
"Internet"	7	0	-0.3941	3	0.8369	4	-0.3991
"faisable"	4	0	-0.2252	0	-0.3845	4	0.6703
"Platinum"	2	0	-0.1126	0	-0.1923	2	0.3352
"collectionner"	5	0	-0.2815	0	-0.4807	5	0.8379
"flamme"	4	0	-0.2252	0	-0.3845	4	0.6703
"chara"	4	2	1.1251	1	0.231	1	-1.0012
"fantomatique"	2	0	-0.1126	1	0.4465	1	-0.2694
"osciller"	3	1	0.4919	1	0.314	1	-0.6165
"mystérieusement"	2	1	0.6413	0	-0.1923	1	-0.2694
"Forbidden"	4	0	-0.2252	1	0.231	3	0.2104
"Plijeune"	2	0	-0.1126	0	-0.1923	2	0.3352
"manouche"	2	0	-0.1126	0	-0.1923	2	0.3352
"psychédélique"	2	0	-0.1126	1	0.4465	1	-0.2694
"aéronef"	2	0	-0.1126	1	0.4465	1	-0.2694
"bas-fond"	2	0	-0.1126	0	-0.1923	2	0.3352
"Tanaka"	2	0	-0.1126	0	-0.1923	2	0.3352
"signer"	8	1	0.1901	1	-0.2945	6	0.3002
"piano"	4	0	-0.2252	0	-0.3845	4	0.6703
"violon"	4	1	0.393	0	-0.3845	3	0.2104
"grandiloquence"	2	0	-0.1126	0	-0.1923	2	0.3352
"Infamous"	2	0	-0.1126	0	-0.1923	2	0.3352
"super-héros"	4	1	0.393	2	0.7481	1	-1.0012
"Zone"	2	0	-0.1126	0	-0.1923	2	0.3352
"ballet"	2	0	-0.1126	1	0.4465	1	-0.2694
"FF7"	6	1	0.2671	2	0.4671	3	-0.5319
"kick"	2	0	-0.1126	0	-0.1923	2	0.3352
"définition"	6	0	-0.3378	1	-0.1812	5	0.4228
"bouder"	3	0	-0.1689	0	-0.2884	3	0.5027
"inévitablement"	3	0	-0.1689	0	-0.2884	3	0.5027
"astucieux"	3	0	-0.1689	0	-0.2884	3	0.5027
"Daze"	6	0	-0.3378	0	-0.5768	6	1.0055
"batterie"	2	0	-0.1126	0	-0.1923	2	0.3352
"balaise"	2	0	-0.1126	0	-0.1923	2	0.3352
"décennie"	9	1	-0.1553	1	-0.356	7	0.387
"n"	6	0	-0.3378	2	0.4671	4	-0.206
"inFamous"	6	2	0.7985	0	-0.5768	4	-0.206
"lisibilité"	5	0	-0.2815	0	-0.4807	5	0.8379
"manœuvre"	3	0	-0.1689	0	-0.2884	3	0.5027
"quart"	5	0	-0.2815	1	0.1743	4	0.3123
"platiner"	3	1	0.4919	1	0.314	1	-0.6165
"remastérisation"	3	0	-0.1689	0	-0.2884	3	0.5027
"étirer"	2	0	-0.1126	0	-0.1923	2	0.3352
"vente"	6	1	0.2671	1	-0.1812	4	-0.206
"diverger"	2	0	-0.1126	1	0.4465	1	-0.2694
"scie"	2	0	-0.1126	0	-0.1923	2	0.3352
"gravitéennes"	3	0	-0.1689	0	-0.2884	3	0.5027
"inoubliable"	12	0	-0.6756	0	-1.1536	12	2.011
"pivoter"	3	0	-0.1689	1	0.314	2	-0.1638
"mimi"	2	0	-0.1126	0	-0.1923	2	0.3352
"gentillesse"	4	0	-0.2252	0	-0.3845	4	0.6703
"féminin"	6	0	-0.3378	2	0.4671	4	-0.206
"fainéant"	3	0	-0.1689	0	-0.2884	3	0.5027
"exclusif"	3	0	-0.1689	0	-0.2884	3	0.5027
"coltiner"	4	0	-0.2252	1	0.231	3	0.2104
"occulter"	2	0	-0.1126	1	0.4465	1	-0.2694
"balayer|balayer"	6	1	0.2671	2	0.4671	3	-0.5319
"préjugé"	4	0	-0.2252	0	-0.3845	4	0.6703
"gestation"	8	1	0.1901	0	-0.769	7	0.6624
"postulat"	6	0	-0.3378	0	-0.5768	6	1.0055
"gaiement"	3	1	0.4919	0	-0.2884	2	-0.1638
"protecteur"	4	1	0.393	1	0.231	2	-0.4157
"insolite"	2	0	-0.1126	0	-0.1923	2	0.3352
"gyroscopie"	7	0	-0.3941	0	-0.6729	7	1.1731
"aucunement"	5	1	0.3215	0	-0.4807	4	0.3123
"happer"	5	0	-0.2815	0	-0.4807	5	0.8379
"recoller"	5	0	-0.2815	1	0.1743	4	0.3123
"évocation"	2	0	-0.1126	0	-0.1923	2	0.3352
"initiatique"	6	0	-0.3378	0	-0.5768	6	1.0055
"arbre"	17	2	-0.1819	5	0.6254	10	-0.5463
"distiller"	5	0	-0.2815	0	-0.4807	5	0.8379
"indéfiniment"	2	0	-0.1126	0	-0.1923	2	0.3352
"ralentir"	11	2	0.4046	1	-0.4863	8	0.2919
"inversion"	2	0	-0.1126	0	-0.1923	2	0.3352
"traire"	2	0	-0.1126	1	0.4465	1	-0.2694
"sinécure"	2	0	-0.1126	0	-0.1923	2	0.3352
"gambader"	3	0	-0.1689	0	-0.2884	3	0.5027
"gober"	3	0	-0.1689	0	-0.2884	3	0.5027
"va-vite"	2	0	-0.1126	1	0.4465	1	-0.2694
"retors"	2	0	-0.1126	0	-0.1923	2	0.3352
"tributaire"	2	0	-0.1126	0	-0.1923	2	0.3352
"Névi"	2	0	-0.1126	0	-0.1923	2	0.3352
"cel-shading"	2	0	-0.1126	0	-0.1923	2	0.3352
"jazzy"	2	0	-0.1126	1	0.4465	1	-0.2694
"accompagnement"	2	0	-0.1126	0	-0.1923	2	0.3352
"fichu"	2	0	-0.1126	0	-0.1923	2	0.3352
"métro"	2	0	-0.1126	1	0.4465	1	-0.2694
"fortune"	2	0	-0.1126	0	-0.1923	2	0.3352
"permis"	2	0	-0.1126	0	-0.1923	2	0.3352
"ledit"	3	0	-0.1689	1	0.314	2	-0.1638
"chaussure"	2	0	-0.1126	0	-0.1923	2	0.3352
"énumérer"	3	0	-0.1689	0	-0.2884	3	0.5027
"Qui"	2	0	-0.1126	0	-0.1923	2	0.3352
"exercice"	6	0	-0.3378	2	0.4671	4	-0.206
"récurrent"	5	0	-0.2815	0	-0.4807	5	0.8379
"étudiant"	3	1	0.4919	1	0.314	1	-0.6165
"bronze"	2	0	-0.1126	0	-0.1923	2	0.3352
"pécule"	2	0	-0.1126	0	-0.1923	2	0.3352
"optique"	2	0	-0.1126	1	0.4465	1	-0.2694
"enchainement"	3	1	0.4919	1	0.314	1	-0.6165
"faiblard"	3	0	-0.1689	1	0.314	2	-0.1638
"acquisition"	4	0	-0.2252	0	-0.3845	4	0.6703
"roche"	2	0	-0.1126	0	-0.1923	2	0.3352
"Japon"	4	0	-0.2252	1	0.231	3	0.2104
"immiscer"	3	0	-0.1689	0	-0.2884	3	0.5027
"tombé"	4	0	-0.2252	1	0.231	3	0.2104
"grincer"	2	0	-0.1126	0	-0.1923	2	0.3352
"saveur"	10	1	-0.1857	2	0.2077	7	0.2253
"score"	4	0	-0.2252	0	-0.3845	4	0.6703
"amplement"	4	0	-0.2252	1	0.231	3	0.2104
"Parce"	6	2	0.7985	0	-0.5768	4	-0.206
"bêtement"	5	0	-0.2815	1	0.1743	4	0.3123
"forger"	2	0	-0.1126	0	-0.1923	2	0.3352
"Aventure"	3	0	-0.1689	2	0.9888	1	-0.6165
"mangas"	2	0	-0.1126	0	-0.1923	2	0.3352
"manga"	7	1	0.2244	2	0.3775	4	-0.3991
"gonfler"	8	0	-0.4504	1	-0.2945	7	0.6624
"Car"	3	1	0.4919	1	0.314	1	-0.6165
"arrivé"	3	0	-0.1689	2	0.9888	1	-0.6165
"chasseur"	17	1	-0.4316	4	0.3515	12	0.2801
"pertinemment"	5	0	-0.2815	1	0.1743	4	0.3123
"survival"	7	1	0.2244	1	-0.2361	5	0.2211
"joute"	5	1	0.3215	0	-0.4807	4	0.3123
"couac"	2	0	-0.1126	0	-0.1923	2	0.3352
"ériger"	2	0	-0.1126	0	-0.1923	2	0.3352
"flou"	5	0	-0.2815	1	0.1743	4	0.3123
"dommageable"	4	0	-0.2252	0	-0.3845	4	0.6703
"représentation"	4	1	0.393	0	-0.3845	3	0.2104
"entériner"	2	0	-0.1126	0	-0.1923	2	0.3352
"géographique"	4	0	-0.2252	0	-0.3845	4	0.6703
"Redemption"	129	5	-2.9814	3	-8.635	121	11.9906
"Golden"	2	0	-0.1126	0	-0.1923	2	0.3352
"téléchargement"	3	1	0.4919	0	-0.2884	2	-0.1638
"grosso"	4	1	0.393	2	0.7481	1	-1.0012
"modo"	4	1	0.393	2	0.7481	1	-1.0012
"légende"	14	0	-0.7882	1	-0.6957	13	1.4658
"rebondir"	2	1	0.6413	0	-0.1923	1	-0.2694
"allée"	2	0	-0.1126	0	-0.1923	2	0.3352
"loufoque"	5	0	-0.2815	0	-0.4807	5	0.8379
"failler"	4	0	-0.2252	1	0.231	3	0.2104
"patienter"	3	0	-0.1689	1	0.314	2	-0.1638
"compilation"	4	0	-0.2252	1	0.231	3	0.2104
"killer"	2	0	-0.1126	0	-0.1923	2	0.3352
"avisé"	2	0	-0.1126	0	-0.1923	2	0.3352
"octobre"	2	0	-0.1126	1	0.4465	1	-0.2694
"indifférence"	2	0	-0.1126	1	0.4465	1	-0.2694
"égaré"	2	0	-0.1126	1	0.4465	1	-0.2694
"chef-"	10	0	-0.563	2	0.2077	8	0.4803
"dégaine"	4	0	-0.2252	2	0.7481	2	-0.4157
"tracer"	4	0	-0.2252	2	0.7481	2	-0.4157
"flopée"	2	0	-0.1126	1	0.4465	1	-0.2694
"mégalomane"	2	0	-0.1126	2	1.4042	0	-0.9893
"stagner"	2	0	-0.1126	1	0.4465	1	-0.2694
"quest"	3	0	-0.1689	3	2.1063	0	-1.484
"perspective"	2	1	0.6413	1	0.4465	0	-0.9893
"architecte"	2	0	-0.1126	1	0.4465	1	-0.2694
"bondir"	4	0	-0.2252	1	0.231	3	0.2104
"jeux-video"	2	0	-0.1126	1	0.4465	1	-0.2694
"remarque"	7	0	-0.3941	3	0.8369	4	-0.3991
"concis"	2	0	-0.1126	1	0.4465	1	-0.2694
"fourmiller"	4	0	-0.2252	2	0.7481	2	-0.4157
"gravitation"	2	0	-0.1126	1	0.4465	1	-0.2694
"SPOILER"	7	0	-0.3941	2	0.3775	5	0.2211
"radio"	6	1	0.2671	1	-0.1812	4	-0.206
"nébuleux"	4	0	-0.2252	1	0.231	3	0.2104
"emmêler"	2	0	-0.1126	1	0.4465	1	-0.2694
"pinceau"	2	0	-0.1126	1	0.4465	1	-0.2694
"expliciter"	2	0	-0.1126	1	0.4465	1	-0.2694
"Sunshine"	2	0	-0.1126	0	-0.1923	2	0.3352
"blinder"	2	0	-0.1126	0	-0.1923	2	0.3352
"J"	3	0	-0.1689	0	-0.2884	3	0.5027
"E"	5	0	-0.2815	0	-0.4807	5	0.8379
"T"	3	0	-0.1689	0	-0.2884	3	0.5027
"cieux"	2	0	-0.1126	0	-0.1923	2	0.3352
"miaou"	2	0	-0.1126	0	-0.1923	2	0.3352
"calibre"	2	0	-0.1126	0	-0.1923	2	0.3352
"entité"	7	1	0.2244	0	-0.6729	6	0.54
"bizarrerie"	2	0	-0.1126	0	-0.1923	2	0.3352
"budget"	15	1	-0.3565	4	0.4604	10	-0.2575
"asservir"	3	1	0.4919	0	-0.2884	2	-0.1638
"dénaturer"	2	0	-0.1126	0	-0.1923	2	0.3352
"castagne"	3	0	-0.1689	0	-0.2884	3	0.5027
"chronométrer"	5	0	-0.2815	2	0.5854	3	-0.2901
"booster"	3	0	-0.1689	1	0.314	2	-0.1638
"digeste"	3	0	-0.1689	1	0.314	2	-0.1638
"ravaler"	2	0	-0.1126	0	-0.1923	2	0.3352
"embrasser"	2	0	-0.1126	1	0.4465	1	-0.2694
"policier"	5	0	-0.2815	0	-0.4807	5	0.8379
"relier"	7	2	0.6873	0	-0.6729	5	0.2211
"tunnel"	2	0	-0.1126	1	0.4465	1	-0.2694
"superficie"	2	0	-0.1126	1	0.4465	1	-0.2694
"parachever"	2	0	-0.1126	0	-0.1923	2	0.3352
"CHEF"	2	0	-0.1126	0	-0.1923	2	0.3352
"hypnotiser"	3	0	-0.1689	1	0.314	2	-0.1638
"gameplays"	2	0	-0.1126	0	-0.1923	2	0.3352
"—"	12	0	-0.6756	0	-1.1536	12	2.011
"compliqué"	4	0	-0.2252	2	0.7481	2	-0.4157
"réapprendre"	4	0	-0.2252	1	0.231	3	0.2104
"explorateur"	2	0	-0.1126	0	-0.1923	2	0.3352
"Sucker"	2	0	-0.1126	0	-0.1923	2	0.3352
"Punch"	2	0	-0.1126	0	-0.1923	2	0.3352
"parti-pris"	2	0	-0.1126	0	-0.1923	2	0.3352
"secouer"	2	0	-0.1126	0	-0.1923	2	0.3352
"émouvoir"	16	1	-0.3936	4	0.4022	11	0.2276
"Journey"	4	0	-0.2252	1	0.231	3	0.2104
"Legend"	3	0	-0.1689	1	0.314	2	-0.1638
"Toyoma"	3	0	-0.1689	0	-0.2884	3	0.5027
"atteler"	3	0	-0.1689	0	-0.2884	3	0.5027
"mi"	4	0	-0.2252	0	-0.3845	4	0.6703
"K"	5	1	0.3215	0	-0.4807	4	0.3123
"fictif"	3	0	-0.1689	0	-0.2884	3	0.5027
"Grace"	5	0	-0.2815	1	0.1743	4	0.3123
"terrestre"	2	0	-0.1126	0	-0.1923	2	0.3352
"écart"	3	0	-0.1689	0	-0.2884	3	0.5027
"adéquation"	2	0	-0.1126	0	-0.1923	2	0.3352
"dédale"	4	0	-0.2252	0	-0.3845	4	0.6703
"incomparable"	4	0	-0.2252	0	-0.3845	4	0.6703
"tangible"	3	0	-0.1689	0	-0.2884	3	0.5027
"majesté"	3	0	-0.1689	0	-0.2884	3	0.5027
"étrangeté"	2	1	0.6413	0	-0.1923	1	-0.2694
"simplet"	2	0	-0.1126	0	-0.1923	2	0.3352
"étonnamment"	7	0	-0.3941	2	0.3775	5	0.2211
"contourner"	3	1	0.4919	0	-0.2884	2	-0.1638
"incomber"	2	0	-0.1126	1	0.4465	1	-0.2694
"résolument"	2	0	-0.1126	0	-0.1923	2	0.3352
"spectre"	3	0	-0.1689	0	-0.2884	3	0.5027
"glorieux"	4	1	0.393	0	-0.3845	3	0.2104
"éblouissant"	3	0	-0.1689	0	-0.2884	3	0.5027
"imminent"	2	1	0.6413	0	-0.1923	1	-0.2694
"joysticks"	2	0	-0.1126	0	-0.1923	2	0.3352
"Infinite"	3	0	-0.1689	0	-0.2884	3	0.5027
"étudier"	5	1	0.3215	2	0.5854	2	-0.7196
"format"	3	0	-0.1689	0	-0.2884	3	0.5027
"avion"	6	2	0.7985	2	0.4671	2	-1.0574
"savant"	2	0	-0.1126	0	-0.1923	2	0.3352
"phénomène"	6	0	-0.3378	1	-0.1812	5	0.4228
"cuillère"	2	0	-0.1126	1	0.4465	1	-0.2694
"Miyasaki"	2	0	-0.1126	0	-0.1923	2	0.3352
"verre"	5	0	-0.2815	0	-0.4807	5	0.8379
"cruche"	2	0	-0.1126	0	-0.1923	2	0.3352
"poétique"	16	0	-0.9008	5	0.7045	11	0.2276
"détendre"	4	1	0.393	1	0.231	2	-0.4157
"insaisissable"	2	0	-0.1126	0	-0.1923	2	0.3352
"méticuleux"	2	0	-0.1126	0	-0.1923	2	0.3352
"stream"	2	0	-0.1126	1	0.4465	1	-0.2694
"inexpliqué"	2	0	-0.1126	0	-0.1923	2	0.3352
"déstabiliser"	2	0	-0.1126	0	-0.1923	2	0.3352
"éprendre"	2	0	-0.1126	0	-0.1923	2	0.3352
"rigoler"	6	0	-0.3378	4	1.782	2	-1.0574
"bide"	2	0	-0.1126	0	-0.1923	2	0.3352
"incomplet"	6	0	-0.3378	2	0.4671	4	-0.206
"pondre"	18	3	0.4234	2	-0.5586	13	0.3375
"défiler"	6	1	0.2671	2	0.4671	3	-0.5319
"Alias"	2	0	-0.1126	0	-0.1923	2	0.3352
"TOUT"	2	1	0.6413	0	-0.1923	1	-0.2694
"là-dessus"	5	2	0.9391	0	-0.4807	3	-0.2901
"Edit"	6	2	0.7985	0	-0.5768	4	-0.206
"élement"	2	0	-0.1126	0	-0.1923	2	0.3352
"théorique"	2	0	-0.1126	1	0.4465	1	-0.2694
"arreter"	2	0	-0.1126	0	-0.1923	2	0.3352
"rectiligne"	2	1	0.6413	0	-0.1923	1	-0.2694
"texturer"	2	0	-0.1126	0	-0.1923	2	0.3352
"téléguider"	2	0	-0.1126	0	-0.1923	2	0.3352
"constructeur"	2	0	-0.1126	1	0.4465	1	-0.2694
"miser"	10	2	0.4586	2	0.2077	6	-0.3928
"cercle"	3	0	-0.1689	0	-0.2884	3	0.5027
"Ô"	2	0	-0.1126	0	-0.1923	2	0.3352
"SNES"	5	0	-0.2815	3	1.2455	2	-0.7196
"tardivement"	3	1	0.4919	0	-0.2884	2	-0.1638
"horripiler"	2	0	-0.1126	1	0.4465	1	-0.2694
"Tintin"	35	7	0.9021	25	10.2083	3	-12.4983
"Soleil"	2	0	-0.1126	1	0.4465	1	-0.2694
"Hergé"	4	1	0.393	2	0.7481	1	-1.0012
"Tchang"	3	2	1.3899	1	0.314	0	-1.484
"Franchement"	2	1	0.6413	0	-0.1923	1	-0.2694
"ménage"	3	2	1.3899	1	0.314	0	-1.484
"hôtel"	7	1	0.2244	1	-0.2361	5	0.2211
"écureuil"	2	1	0.6413	0	-0.1923	1	-0.2694
"allumer"	2	1	0.6413	0	-0.1923	1	-0.2694
"Tibet"	12	4	1.3154	7	2.4273	1	-4.5131
"tintin"	4	1	0.393	2	0.7481	1	-1.0012
"Hardcore"	8	0	-0.4504	6	2.9272	2	-1.7981
"Astérix"	5	0	-0.2815	5	3.5106	0	-2.4733
"maso"	2	1	0.6413	1	0.4465	0	-0.9893
"dépression"	3	0	-0.1689	1	0.314	2	-0.1638
"lé"	5	1	0.3215	1	0.1743	3	-0.2901
"Gaming"	2	0	-0.1126	2	1.4042	0	-0.9893
"No"	4	1	0.393	1	0.231	2	-0.4157
"QI"	2	0	-0.1126	1	0.4465	1	-0.2694
"analyse"	4	0	-0.2252	1	0.231	3	0.2104
"From"	2	0	-0.1126	1	0.4465	1	-0.2694
"Software"	3	0	-0.1689	2	0.9888	1	-0.6165
"Hero"	2	0	-0.1126	2	1.4042	0	-0.9893
"NES"	3	1	0.4919	2	0.9888	0	-1.484
"Ocean"	2	0	-0.1126	1	0.4465	1	-0.2694
"Ninja"	2	0	-0.1126	1	0.4465	1	-0.2694
"bien-sûr"	2	0	-0.1126	1	0.4465	1	-0.2694
"bit"	4	0	-0.2252	1	0.231	3	0.2104
"Infogrames"	9	2	0.5219	7	3.524	0	-4.452
"fier"	6	0	-0.3378	2	0.4671	4	-0.206
"pochette"	2	0	-0.1126	1	0.4465	1	-0.2694
"Himalaya"	2	0	-0.1126	2	1.4042	0	-0.9893
"Chang"	4	0	-0.2252	4	2.8084	0	-1.9787
"flashback"	2	0	-0.1126	2	1.4042	0	-0.9893
"Lotus"	2	0	-0.1126	2	1.4042	0	-0.9893
"Hôtel"	4	0	-0.2252	4	2.8084	0	-1.9787
"Katmandou"	3	0	-0.1689	3	2.1063	0	-1.484
"tourbillon"	2	0	-0.1126	1	0.4465	1	-0.2694
"serveur"	5	3	1.8282	1	0.1743	1	-1.4082
"clochette"	3	0	-0.1689	2	0.9888	1	-0.6165
"avancé"	2	0	-0.1126	1	0.4465	1	-0.2694
"Milou"	3	0	-0.1689	3	2.1063	0	-1.484
"chorten"	2	0	-0.1126	2	1.4042	0	-0.9893
"terrifier"	4	0	-0.2252	2	0.7481	2	-0.4157
"rocher"	8	0	-0.4504	2	0.3076	6	0.3002
"orage"	7	0	-0.3941	1	-0.2361	6	0.54
"épave"	3	0	-0.1689	3	2.1063	0	-1.484
"Yéti"	3	0	-0.1689	3	2.1063	0	-1.484
"pleure"	2	0	-0.1126	1	0.4465	1	-0.2694
"libération"	5	0	-0.2815	3	1.2455	2	-0.7196
"labyrinthe"	7	0	-0.3941	3	0.8369	4	-0.3991
"paresseux"	3	2	1.3899	0	-0.2884	1	-0.6165
"calamité"	2	1	0.6413	0	-0.1923	1	-0.2694
"télé"	9	1	-0.1553	1	-0.356	7	0.387
"dingue"	7	1	0.2244	0	-0.6729	6	0.54
"Bordel"	2	1	0.6413	1	0.4465	0	-0.9893
"reste-t"	3	0	-0.1689	2	0.9888	1	-0.6165
"précéder"	7	1	0.2244	1	-0.2361	5	0.2211
"Secret"	3	0	-0.1689	2	0.9888	1	-0.6165
"p'"	5	0	-0.2815	1	0.1743	4	0.3123
"tit"	3	0	-0.1689	1	0.314	2	-0.1638
"gaulois"	2	0	-0.1126	2	1.4042	0	-0.9893
"Paris"	3	0	-0.1689	2	0.9888	1	-0.6165
"Jouer"	2	1	0.6413	1	0.4465	0	-0.9893
"là-bas"	2	0	-0.1126	2	1.4042	0	-0.9893
"fumée"	3	0	-0.1689	1	0.314	2	-0.1638
"locomotive"	3	1	0.4919	1	0.314	1	-0.6165
"relatif"	5	0	-0.2815	1	0.1743	4	0.3123
"renverser"	2	0	-0.1126	1	0.4465	1	-0.2694
"capitaine"	2	0	-0.1126	1	0.4465	1	-0.2694
"lécher"	3	0	-0.1689	2	0.9888	1	-0.6165
"sexy"	2	1	0.6413	1	0.4465	0	-0.9893
"touch"	2	1	0.6413	0	-0.1923	1	-0.2694
"Ou"	3	1	0.4919	1	0.314	1	-0.6165
"over"	9	2	0.5219	1	-0.356	6	-0.2293
"AUCUNE"	2	1	0.6413	1	0.4465	0	-0.9893
"fi"	2	1	0.6413	0	-0.1923	1	-0.2694
"album"	3	2	1.3899	1	0.314	0	-1.484
"EN"	5	3	1.8282	1	0.1743	1	-1.4082
"MA"	2	1	0.6413	0	-0.1923	1	-0.2694
"CETTE"	3	2	1.3899	0	-0.2884	1	-0.6165
"MOINDRE"	2	2	1.8303	0	-0.1923	0	-0.9893
"DEVIENT"	3	3	2.7455	0	-0.2884	0	-1.484
"MORT"	3	1	0.4919	0	-0.2884	2	-0.1638
"pilote"	5	1	0.3215	2	0.5854	2	-0.7196
"Grenier"	2	1	0.6413	1	0.4465	0	-0.9893
"relâcher"	2	0	-0.1126	1	0.4465	1	-0.2694
"foutrement"	2	0	-0.1126	1	0.4465	1	-0.2694
"hin"	2	0	-0.1126	2	1.4042	0	-0.9893
"sanction"	2	0	-0.1126	2	1.4042	0	-0.9893
"imparfait"	9	1	-0.1553	2	0.2522	6	-0.2293
"designé"	2	0	-0.1126	1	0.4465	1	-0.2694
"colle"	3	0	-0.1689	2	0.9888	1	-0.6165
"caillou"	7	3	1.3657	0	-0.6729	4	-0.3991
"time"	11	1	-0.2174	0	-1.0574	10	1.0524
"out"	4	1	0.393	0	-0.3845	3	0.2104
"6ans"	2	1	0.6413	0	-0.1923	1	-0.2694
"coque"	2	1	0.6413	1	0.4465	0	-0.9893
"vapeur"	2	1	0.6413	0	-0.1923	1	-0.2694
"kiffer"	2	1	0.6413	0	-0.1923	1	-0.2694
"min"	4	3	2.1849	1	0.231	0	-1.9787
"720p"	2	0	-0.1126	0	-0.1923	2	0.3352
"patch"	19	3	0.3853	11	3.5385	5	-3.627
"fatigue"	5	1	0.3215	1	0.1743	3	-0.2901
